text,label,year
sarah huckabee sanders is unusually honest in seth meyers’ spoof briefing,2,2018
wild scene in philadelphia after eagles win super bowl,8,2018
matt leblanc has the grossest story about rachel's meat trifle in 'friends',4,2018
chilling study sums up link between religion and suicide for queer youth,6,2018
milo ventimiglia gets wet and wild on 'ellen' for a good cause,4,2018
khloe kardashian gives birth to baby girl,4,2018
here's what ned stark whispered during his 'game of thrones' death,4,2018
report alleges rampant sexual misconduct at dallas mavericks,8,2018
spike lee’s ‘she’s gotta have it’ renewed for second season,0,2018
satire is dead: archie bunker predicted trump's gun plan back in 1972,4,2018
stephen colbert’s donald trump-inspired artwork is the stuff of nightmares,2,2018
140 women have accused larry nassar of abuse. his victims think we don't care.,8,2018
dating app transdr aims to be a tinder alternative for trans people,6,2018
miley cyrus comes in like a wrecking ball to prank a sleeping jimmy kimmel,4,2018
tessa thompson to star in 'men in black' spinoff with chris hemsworth,4,2018
"squirming on the floor and a $200,000 payout: travis kalanick's last months at uber",1,2018
"broadway star ruthie ann miles injured, 4-year-old daughter killed in car crash",4,2018
accused golden state killer faces four additional murder counts,3,2018
kelly clarkson freaks out over meeting meryl streep on golden globes red carpet,4,2018
taraji p. henson's cardi b impression is so accurate it's scary,4,2018
oprah winfrey adores her 'wrinkle in time' barbie because she was too poor for the real doll as a kid,4,2018
shaquem griffin becomes first one-handed player selected in nfl draft,8,2018
overheated 'doc' gushes about trump's rockin' bod on 'saturday night live',2,2018
what makes olympic bobsledder aja evans feel like she ‘can take on the world’,4,2018
darren criss responds to fans who want his butt to nab an emmy,4,2018
watch james corden get smashed in the face by a ball in slow motion,2,2018
2017 was safest year on record for air travel,10,2018
jordan peele is first black director to win oscar for best original screenplay,0,2018
how to convict a rapist,3,2018
british vogue features an openly trans woman for the first time,6,2018
chrissy teigen hilariously explains why she didn't take john legend's last name,4,2018
'late night' writer shreds 'roseanne': it's better than ever at being racist,2,2018
'black panther' director ryan coogler pens letter of gratitude to fans,0,2018
pauley perrette's abby has heart-wrenching farewell on 'ncis',4,2018
"burger king takes jab at ajit pai, explains net neutrality with whoppers",4,2018
trinidad and tobago moves to decriminalize homosexuality,6,2018
6 things you didn't know about michael b. jordan,0,2018
facebook pledges to add more local news to newsfeeds,9,2018
david duchovny says he nearly joined 'full house',4,2018
prominent lgbtq lawyer sets self on fire in 'protest suicide' of climate change,6,2018
trevor noah says donald trump's missile tweets are a blind-date offer,2,2018
helen hunt gives promising update on ‘mad about you’ reboot,4,2018
chloe x halle on the importance of showing black girls coming of age on screen,0,2018
"villanova dominates michigan in ncaa championship game, its second title in three years",8,2018
"adam rippon talks eating disorders, life as a starving figure skater",6,2018
gwen stefani told a really embarrassing story about blake shelton’s ex,4,2018
"ed sheeran isn't married, he's just wearing an engagement ring",4,2018
plot twist: m. night shyamalan probably wanted to stop doing plot twists,4,2018
oprah asked god for a clear sign. she just received one on national tv.,2,2018
russian hockey players sing banned anthem at olympic medal ceremony,8,2018
"ashley judd, annabella sciorra and salma hayek proclaim 'a new path forward'",4,2018
killer mike apologizes for interview nra misused as 'weapon',0,2018
milo ventimiglia tries to defend crock-pot on 'ellen',4,2018
james corden predicts stormy weather ahead in donald trump-themed forecast,2,2018
maggie gyllenhaal isn't here to provide easy #metoo sound bites,4,2018
jimmy kimmel goes back in time to give baby donald trump some much-needed advice,2,2018
trevor noah honors donald trump and global dictators in spoof 'oppressys' awards show,2,2018
gay couple sues after u.s. denies citizenship to one of their twin boys,6,2018
trevor noah suggests why stacey dash is really running for congress,2,2018
amber rose takes down trolls who called her 5-year-old son 'gay',4,2018
darrell hammond says he 'couldn't believe' trump's tweet about him,4,2018
waffle house shooting victim's mom accepts daughter's diploma,0,2018
gina rodriguez to play carmen sandiego in live-action netflix film,4,2018
los angeles da won't prosecute agent who allegedly groped terry crews,4,2018
taylor swift shakes off copyright lawsuit over hit song,4,2018
internet burns former 'snl' comic for needing 3 days to write michelle wolf jokes,4,2018
jeremy lin respectfully responds to racial slur on twitter,4,2018
whatsapp co-founder says people should delete facebook,9,2018
loretta lynch: civil rights movement's spirit lives on through today's protests,0,2018
amber rose fearful over breast reduction surgery on wednesday,4,2018
"chelsea handler, jimmy kimmel blasted for 'bottom' jokes many deem homophobic",6,2018
'stranger things' creators say they have proof they didn't steal the idea,4,2018
sarah jessica parker offers kim cattrall's role in 'sex and the city 3' to stephen colbert,4,2018
the 7 best netflix shows and movies debuting april 2018,4,2018
professor who sold facebook data to cambridge analytica 'sincerely sorry',9,2018
"amy schumer says no wedding gifts, please give to gun safety group",4,2018
jimmy fallon shares viewers' funniest misheard song lyrics,2,2018
taylor swift lives up to her big reputation in new 'end game' music video,4,2018
"staff interacted several times with vegas mass shooter, hotel says",3,2018
topher grace really hated preparing to play david duke in spike lee's 'blackkklansman',0,2018
amy schumer is convinced she's a supermodel in 'i feel pretty' trailer,4,2018
erykah badu under fire for seeing 'something good' in hitler,0,2018
"'game of thrones' assistant director posts, then deletes, congratulations to crew on epic shoot",4,2018
"as a gay olympian, gus kenworthy feels he has a lot to prove",6,2018
the olympics opening ceremony drone show is just so damn impressive,4,2018
trump’s usda could make hog workers’ jobs even more dangerous,1,2018
jim carrey’s new painting gives scott pruitt the world’s worst pipeline project,4,2018
ariana grande calls manchester attack 'the worst of humanity' one year later,4,2018
civil rights icon linda brown remembered on twitter: 'rest in power',0,2018
our snack addiction is killing orangutans,5,2018
olympic figure skater cosplays jaime lannister for 'game of thrones' routine,8,2018
seth meyers gives donald trump advice about his 'least racist' person defense,2,2018
there’s a line between justice and vengeance. larry nassar’s judge crossed it.,3,2018
billie lourd honors those having a tough mother's day with photo of carrie fisher,4,2018
austin is stepping up its fight against gentrification,5,2018
badass grandpa uses fancy footwork to trip armed suspect fleeing from cops,3,2018
jimmy kimmel may have just pulled off his greatest prank ever,2,2018
publix accused of refusing to cover hiv prevention drug for staff,6,2018
jennifer garner hilariously responds to that oscars meme,4,2018
more americans than ever support same-sex marriage,6,2018
someone edited 'the last jedi' to make a 'chauvinist cut' without women,4,2018
stephen colbert has a golden response to latest trump 'pee tape' claims,2,2018
'a quiet place' reclaims top spot at the box office,4,2018
"protesters demand justice for saheed vassell, unarmed black man shot by cops in nyc",0,2018
anchorage votes no on anti-transgender bathroom proposition,6,2018
advertisers drop daily mail after homophobic column about tom daley baby news,6,2018
'late night' writer vows to 'take red hats back' from trump supporters,2,2018
gigi hadid and zayn malik announce their breakup to fans,4,2018
topless protester arrested outside bill cosby retrial,3,2018
comedian ken jeong rescues audience member suffering from a seizure,2,2018
canada's ice hockey team crushes oar to set up u.s. showdown at winter olympics,8,2018
terrifying clip shows why you should never run under a tree during thunderstorms,7,2018
"evan rachel wood is an abuse survivor. in her new movie 'allure,' she plays an abuser.",4,2018
kathy griffin earns rave reviews with hilarious impersonation of kellyanne conway,2,2018
snow volleyball in the olympics? pyeongchang exhibition plants the seed,8,2018
restaurateur david chang is launching a new culture-focused media company,4,2018
salma hayek shares beautiful tribute after beloved rescue dog lupe dies,4,2018
amy schumer had the sweetest reason for wanting to 'rush' wedding,4,2018
"lea michele, jonathan groff join parkland survivors for 'spring awakening' rehearsal",4,2018
olympic skier fabian bosch catches sweet hang time in viral escalator stunt,8,2018
steve wynn out as ceo and chairman of wynn resorts,1,2018
meryl streep recalls that time dustin hoffman slapped her on set,4,2018
'black panther' is what superhero movies are meant to be,4,2018
the rock can’t get down with dj khaled’s refusal to give oral sex,4,2018
seann william scott replaces clayne crawford on renewed 'lethal weapon',4,2018
chris rock says he hit on rihanna and she put him in the ‘uncle zone’,4,2018
nfl prospect derrius guice says team asked him if he was gay,6,2018
nicole byer found the most disgusting thing in her in-flight blanket,4,2018
trafficking victim cyntoia brown to get clemency hearing,0,2018
trevor noah says the scary truth about trump's rumored love child,2,2018
gunfire outside colorado state capitol forces brief lockdown,3,2018
shawn mendes sweetly attended to hailey baldwin's gown at the met gala,4,2018
chrissy teigen says her ‘heart aches’ after loss of beloved dog puddy,4,2018
vanessa bayer feared doing the 'porn stars' skit with donald trump on 'snl',4,2018
john oliver is now a candidate in the world’s craziest election,2,2018
"a ‘house party’ remake is in the works, with lebron james as producer",0,2018
colbert hits marco rubio with a brutal review for his cnn town hall performance,2,2018
kylie jenner shares first photo of herself holding 'angel baby' stormi webster,4,2018
natalie portman to replace reese witherspoon in astronaut flick,4,2018
johnny weir isn't here for tonya harding's media redemption,6,2018
selena gomez doesn't think she'll ever 'overcome' depression and anxiety,4,2018
"after 'black panther,' will hollywood finally admit that black films can travel?",0,2018
actor t.j. miller accused of calling in fake bomb threat,4,2018
medical professionals fact-check 'grey's anatomy' sex scenes,4,2018
this squirrel just cheated death on the olympic snowboarding course,8,2018
cosby judge refuses to recuse himself over his wife's work with abuse victims,3,2018
chloe kim super bowl ad reveals her dad's sacrifices for her snowboarding career,4,2018
jessica chastain and kate mckinnon gleefully fire up their non-feud in 'snl' preview,4,2018
watch the trailer for rose mcgowan's new docuseries about life after #metoo,4,2018
here are the movies coming to netflix this week,4,2018
ryan murphy defends 'american crime story' against versace family's claims. family fires back.,4,2018
oh the horror: 'kanye's place' terrifies on 'saturday night live',2,2018
'frasier' cast member john mahoney dead at 77,4,2018
all the amusing #winterolympicstv shows you need for pyeongchang 2018,8,2018
a fake facebook ad killed off william shatner. captain kirk was not happy.,4,2018
'the daily show' looks back at ‘little donny’s’ first year in office,2,2018
kate mckinnon channels bobble-head betsy devos on 'saturday night live',2,2018
bella thorne opens up about being sexually abused throughout childhood,4,2018
michael keaton ends kent state commencement speech with 'i'm batman',4,2018
united bans many popular dog and cat breeds from cargo holds after pet deaths,10,2018
leslie jones' winter olympics twitter game keeps killing it,2,2018
"isaiah canaan's ankle injury is so horrible, fellow players can't look",8,2018
california lawmakers consider bill that treats conversion therapy like consumer fraud,6,2018
the world economic forum is giving goosebumps to some 'game of thrones' fans,4,2018
"a candid conversation with brian dunkleman, the guy who could've been ryan seacrest",4,2018
logan paul fans attack japanese vlogger who responded to his 'dead body' video,4,2018
radio station announces no more kanye,0,2018
nate berkus and jeremiah brent unveil first photos of their son,6,2018
michelle wolf speaks out on white house correspondents' dinner controversy,2,2018
"'reclaiming my wine' is the motto for 2018, courtesy of amy poehler",4,2018
see all the looks from the 2018 golden globes red carpet,4,2018
'stranger things' actors scare up monstrous raises for season 3,4,2018
cranberries fans pay gorgeous tribute to dolores o’riordan,4,2018
shania twain apologizes after saying she would've voted for trump,4,2018
north carolina man broadcasts his own killing on facebook live,3,2018
the tech startup helping millennial workers take on bad bosses,5,2018
6th grader writes heartbreaking will in case of school shooting,0,2018
california cops fatally shoot unarmed black man stephon clark in his own backyard,0,2018
"trans indonesian women detained, forced to cut their hair by police",6,2018
holy matrimony! there was a proposal at the met gala.,4,2018
cardi b gets real about her career and motherhood: 'why can't i have both?',4,2018
'ren & stimpy' creator accused of sexually abusing teen girls,4,2018
truth and lies,4,2018
"trevor noah calls out hillary clinton, and he's not joking",2,2018
here’s a great way to talk to kids about safety in schools,6,2018
"california bakery can refuse to make cakes for same-sex weddings, judge rules",6,2018
will and jaden smith's company to donate water to flint until lead levels drop,0,2018
weird 'walking dead' finale twists cap off weirder season 8,4,2018
'the magic school bus' flies inside trump's body to confirm 'excellent' health,4,2018
'wonder years' mom alley mills: show canceled due to 'ridiculous' fred savage harassment lawsuit,4,2018
people went all out for the 'black panther' premiere and it was glorious,0,2018
james corden: donald trump's 'madman' tweets suggest 1 thing,2,2018
radio host defends 'f**k' tweet at 98-year-old nun and team chaplain,8,2018
jordan peele's 'new nightmare' is coming out next year,4,2018
peter dinklage is ready for 'game of thrones' to end,4,2018
blake lively brought her family to the met gala without you even noticing,4,2018
sarah silverman and actor michael sheen split after 4 years,4,2018
alec baldwin: it's tough to impersonate the greatest presidential impersonator of all time,2,2018
explosive report says usa swimming covered up hundreds of sexual abuse cases,8,2018
the absence of frozone's wife in 'incredibles 2' is causing a controversy,0,2018
essence is once again a 100 percent black-owned company,0,2018
netflix renews 'black mirror' for 5th season,4,2018
hilary duff publicly drags neighbor who keeps her up ‘all night’,4,2018
'varsity blues' reunion shows the ol' team spirit,4,2018
"exclusive: federal documents detail sweeping potential ncaa violations involving high-profile players, schools",8,2018
this rap about authentic ethnic food is the asian-american anthem we need,4,2018
here’s what is coming to netflix in may 2018,4,2018
kim kardashian sides with blac chyna over messy brother rob drama,4,2018
"nypd releases 911 transcripts, footage of saheed vassell's final moments",3,2018
"grindr security flaws puts user privacy at risk, bombshell report claims",6,2018
"aziz ansari skips 2018 sag awards, receives no applause when mentioned",4,2018
millie bobby brown has a hollywood doppelgänger and people can’t cope,4,2018
"how not to hide your pregnancy in an underwear ad, a kylie jenner story",4,2018
pete davidson says his mental illness doesn't ruin romance,4,2018
"oh look, another one of trump's court picks is really anti-gay",6,2018
lady gaga cancels rest of world tour because of 'severe pain',4,2018
grindr now offers reminders for users to get regular hiv tests,6,2018
matt barnes launches scholarship fund for stephon clark's sons,0,2018
finnish chain builds 'game of thrones'-themed hotel fit for wildlings,10,2018
"olympic speedskaters throw huge replica medal into crowd, injuring fans",8,2018
new hampshire lets debunked gay conversion therapy remain legal,6,2018
massachusetts schools prepare to offer lgbtq-inclusive lessons this fall,6,2018
"starbucks to close more than 8,000 stores for racial bias education",0,2018
86-year-old gay man proves you're never too old to attend your first pride,6,2018
lgbtq advocates hope theresa may's 'regret' over anti-gay laws will prompt change,6,2018
mila kunis and kate mckinnon are the world's worst action heroes in new trailer,4,2018
"what to expect from 'paddington 2,' the live-action kids movie adults will inevitably see",4,2018
barb from 'stranger things' received the best coffee cup message from a barista,4,2018
'game of thrones' actor believes a twist is coming with bran,4,2018
colbert's cartoon trump gives the whca speech the real president wouldn't,2,2018
nbc says it believes matt lauer's accusers after months-long investigation,4,2018
idris elba doesn’t think he — or any man — is right for the role of james bond,4,2018
"as promised, tiffany haddish re-wore her white 'snl' gown at the oscars",4,2018
*groan* dumbledore will 'not explicitly' be gay in 'fantastic beasts' sequel,4,2018
trump savaged online after john kelly reportedly called him an ‘idiot’,2,2018
parkland suspect’s brother jailed on probation violation charge,3,2018
jimmy kimmel uses theater to make sense of donald trump's border troops plan,2,2018
"in a basement in ohio, the breeders came back to life",4,2018
monster energy vice president accused of sexual harassment resigns,1,2018
"caitlyn jenner to receive 'champion of israel' award, sparking anger from activists",6,2018
bode miller makes dumb comment about marriage slowing olympic skier,8,2018
oprah compares florida shooting survivors to civil rights activists,0,2018
zachary quinto uses fake name at starbucks. customer gets steamed.,4,2018
officer puts man in chokehold outside a north carolina waffle house,0,2018
"jimmy kimmel's new donald trump documentary: 'pants on fire: the road to 2,000 lies'",2,2018
"cynthia nixon wants new yorkers to 'vote for the homo, not for the cuomo'",6,2018
pour it up! rihanna celebrates grammy win with rumored boyfriend hassan jameel,4,2018
jennifer lawrence was 'sobbing' at amy schumer's 'very sudden' wedding,4,2018
woman accused of poisoning friend with cheesecake in identity theft plot,3,2018
seth meyers has the best response to trump reportedly starting his day at 11 a.m.,2,2018
jimmy fallon reveals the silliest bets his viewers have made,2,2018
4 people facing 100 lashes for alleged gay sex in indonesia,6,2018
bernice king believes it's 'critical' to heed martin luther king's lessons today,0,2018
the 1 good movie netflix adds this week,4,2018
backpage.com founders indicted for facilitating prostitution on site,3,2018
anna faris is 'not quite sure' she'd remarry after chris pratt split,4,2018
we should look away from the shocking 'bachelor' finale. that’s exactly why we can’t.,4,2018
'snl' zings nra: 'only way to stop a bad roach is a good roach with a gun',2,2018
boom! stephen colbert gives trump the parade he deserves,2,2018
trixie mattel sounds off on shocking 'rupaul's drag race all stars' win,4,2018
tina fey agrees she 'screwed up' 'snl' sketch about charlottesville,4,2018
"family's fatal cliff car crash likely was intentional, police say",3,2018
luke bryan defends katy perry over 'uncomfortable' american idol kiss,4,2018
seth meyers suggests how donald trump came up with his 'space force' idea,2,2018
women make history in dominating 2017 movie box office,4,2018
ryan reynolds is 'genuinely hurt' trading playground insults with josh brolin,4,2018
nfl stars go full offense on twitter trolls' mean tweets,2,2018
alec baldwin and wife hilaria welcome another baby boy,4,2018
"bubbly 'american idol' contestant gushes, giggles and nails it",4,2018
"trevor noah: ‘i’m sorry man, but donald trump is a proper asshole’",2,2018
neil degrasse tyson has a sobering reminder for you this earth day,7,2018
"r. kelly's lawyer, publicist and assistant flee from singer amid scandals",4,2018
melania trump pulls off perfect state dinner with kfc in 'jimmy kimmel' bit,2,2018
bill maher roasts donald trump over his close relationship with sean hannity,2,2018
"yes, these cows actually milk themselves",5,2018
"this ceo took a pay cut to give employees $70,000 a year. now he’s battling amazon.",5,2018
this mashup trailer of 'the office' and 'a quiet place' needs to be a real movie,4,2018
stephen colbert hits trump with the perfect 'shithole' comeback,2,2018
michelle obama tells toddler mesmerized by her portrait to 'keep on dreaming big',0,2018
don't tell jaden smith he can't wear a dress,6,2018
neil young doesn't mince words about 'mess' donald trump,4,2018
oprah just taught everyone how to respond to trump’s insults,4,2018
"dakota johnson didn’t mean to start any jennifer-angelina drama, ok?",4,2018
family of gay man found critically injured near amtrak route wants answers,6,2018
academy awards viewership hit a record low this year,4,2018
may demi lovato's 6-year message of sobriety inspire us all,4,2018
here's your first look at 'broadway bares: game night',6,2018
ester ledecka makes olympic history with snowboard gold,8,2018
philando castile charity covers entire school district's lunch debt,0,2018
usa makes history with first olympic curling gold after unlikely comeback,8,2018
three milwaukee county jail staff members charged for inmate's dehydration death,3,2018
a 'fifty shades of devito' film would make the world a better place,4,2018
ram trucks' super bowl ad took mlk's words completely out of context,0,2018
how calum scott turned his painful coming out into a compelling debut album,6,2018
school principal jokes about telling police black special needs student has a gun,0,2018
jerry seinfeld says 'it's possible' he could bring back 'seinfeld',4,2018
former miss america deidre downs gunn marries girlfriend in alabama,6,2018
"in rare lgbtq rights win, kenyan court rules forced anal exams illegal",6,2018
please enjoy this animated history of tina fey for her 'snl' return,4,2018
shaquille o'neal doesn't know who the queen of england is,4,2018
walk a mile in a white woman’s shoes,0,2018
swiss skier joel gisler plunges 15 feet in brutal crash during olympic halfpipe,8,2018
ellen tears up and facetimes oprah about 'catastrophic' california mudslides,4,2018
alabama player proposes after game because a national title isn't enough,8,2018
viewers rip brett young for national anthem at nhl all-star game,8,2018
police struggle to find possible motives for austin bombings,3,2018
'younger' star sutton foster returns to her broadway roots for new album,4,2018
lgbtq groups call new oklahoma adoption law discriminatory,6,2018
"musicians, fans mourn swedish dj avicii after his death at 28",4,2018
aunt of 13 siblings locked in california home says the dad used to watch her take showers,3,2018
facebook suspends 200 apps amid data misuse investigation,9,2018
jimmy fallon shares his viewers' nuttiest drinking stories,2,2018
ariana grande and mac miller reportedly break up,4,2018
jim carrey bestows scott pruitt with a savage nickname in latest painting,4,2018
john krasinski insisted deaf actress be cast in 'a quiet place',4,2018
gay doctor will appeal failed adoption of his biological son in singapore,6,2018
16-year-old snowboarding sensation suffers sickening crash in halfpipe final,8,2018
"72 percent of asian-american elders, their families targeted by fraud: report",1,2018
rosanna arquette tears up thanking fellow 'silence breakers' at sag awards,4,2018
here's where you can stream this year's oscar nominees,4,2018
"once trampled by fans, jesse mccartney just wants to experience life now",4,2018
here’s what is arriving on hulu in march 2018,4,2018
trump administration rolls back protections for transgender prison inmates,6,2018
jennifer lopez dances to 'least danceable' songs on 'the tonight show',4,2018
russell simmons is facing $5 million lawsuit accusing him of rape,4,2018
terry crews: me too movement 'is the emancipation proclamation',0,2018
beyoncé and jay-z announce joint tour 'on the run ii',4,2018
black panther's powerful vibranium suit explained with real science,4,2018
bad lip reading reveals what was really said at the royal wedding,2,2018
bungling robbery suspects receive much-deserved dose of karma,3,2018
here's an amazing way to explain gender expression to kids,6,2018
confederate statue in new orleans spray-painted with 'f**k this s**t',0,2018
oscars 2018: the complete winners list,4,2018
jimmy kimmel turns trump’s notorious spelling struggles into a new kids game,2,2018
laverne cox: 'planned parenthood is a welcoming place for transgender people',6,2018
james franco skips award ceremony after sexual misconduct accusations,4,2018
olympics commentator explains 'they all look the same' remark about chinese skiers,8,2018
grindr will stop sharing users' hiv status with outside companies after security flaw,6,2018
harvey weinstein expected to turn himself in to the nypd for sex crimes,4,2018
neo-nazi chat logs reveal chilling praise for slaying of gay jewish student,3,2018
me too founder speaks out against ryan seacrest's oscars presence,4,2018
"johnny weir, tara lipinski throw enough olympic shade to keep the ice frozen",8,2018
rumors of prince hologram at super bowl halftime show spark backlash,4,2018
gal gadot responds powerfully to 'wonder woman' oscar snub,4,2018
tracy morgan says he was a 'crack dealer with a heart of gold',4,2018
felony charges for father of toddler who shot pregnant mom,3,2018
marvel at the greatness of these bootleg avengers action figures,4,2018
the obamas are coming to your netflix queue,4,2018
a teen bradley cooper wrote an article about hooking up with his bff,4,2018
suspected austin bomber dead in confrontation with police,3,2018
tom hanks: trump's 'guerrilla war' on press could lead to 'very scary territory',4,2018
she started a suicide prevention site at age 15. it's still going strong.,5,2018
"people think kanye's new yeezy shoes look like legos, gummy sharks and more",4,2018
charlotte pence: i bought the gay bunny book,2,2018
"matt bomer buys out an entire movie theater for fans to see 'love, simon'",6,2018
jennifer garner has mom problems in hilarious rap video on 'ellen',4,2018
amy poehler is making a wine comedy and we'll drink to that,4,2018
tig notaro tells ellen degeneres about her sons' passion for trash,6,2018
here's a lovely way to talk to kids about what it means to come out,6,2018
emilia clarke introduced herself to prince william in a pretty embarrassing way,4,2018
"first-class passenger tries to open emergency door mid-flight, shouts 'i am god!'",10,2018
céline dion and deadpool have strong creative disagreements in their new music video,4,2018
once-paralyzed singer makes katy perry weep on 'american idol',4,2018
britney spears stole the show at the glaad media awards,6,2018
terry crews claims ‘expendables’ producer pressured him to drop sexual assault suit,4,2018
jimmy kimmel says he’s filing a federal complaint against the trumps,2,2018
paulina porizkova and ric ocasek are 'peacefully separated',4,2018
3 more women accuse director paul haggis of sexual harassment and rape,4,2018
rihanna's humanity — and not her celebrity — is why she's changing the beauty industry,0,2018
facebook defends its use of secret courts to handle sexual harassment cases,1,2018
we need to talk about black lives and gun violence after the florida shooting,0,2018
trevor noah highlights an awful consequence of kanye west's slavery comments,2,2018
women directors explain exactly what it’s like to work in sexist hollywood,4,2018
"'rupaul's drag race' reveals guest judges, stars for season 10",6,2018
u.s. and canada fight to finish and beyond in winter olympics hockey,8,2018
people will find any way to shame khloe kardashian while she's pregnant,4,2018
scientists accidentally create a plastic-eating enzyme,5,2018
there's a sad callback coming on 'the walking dead',4,2018
"mo'nique urges netflix boycott, claims race and gender pay disparity",0,2018
'queer eye' emotionally reflects on the unique challenges black gay men face,0,2018
trevor noah: watching rudy giuliani is like smoking weed through the tv,2,2018
she's back: kylie jenner shares first photo of herself since giving birth,4,2018
cathy yan may be first asian woman to direct a major superhero movie,4,2018
15 popular travel destinations you should avoid in the summer,10,2018
michelle kwan tweets video proving she's still a beast on the ice,8,2018
jordan peele to produce lorena bobbitt docuseries that goes behind the media frenzy,4,2018
trevor noah can't get enough of don blankenship's nutty concession speech,2,2018
bill cosby found guilty in sexual assault retrial,3,2018
"dorian harris stole beer from a corner store, so the clerk shot him dead: police",0,2018
tristan thompson allegedly caught cheating on pregnant khloe kardashian,4,2018
"13 years after screaming her name, steve carell met kelly clarkson",4,2018
protests continue for stephon clark on martin luther king jr.'s death anniversary,0,2018
colbert mocks trump for doing exactly what 'the crooked clintons' did,2,2018
video shows parkland deputy never entered school as mass shooting happened inside,3,2018
the best lgbtq oscar moments of 2018,6,2018
zach woods is officially the mvp of 'silicon valley',4,2018
pulse survivor to appear at event touting 'freedom from homosexual lifestyles',6,2018
john cena has the answer to one of your biggest driving pet peeves,2,2018
u.s. figure skater adam rippon unimpressed by 'generic' olympic condoms,8,2018
kendrick lamar stops white fan rapping n-word onstage,0,2018
'one million moms' is furious that scholastic is selling books about transgender kids,6,2018
black parkland students want peers to 'share the mic',0,2018
mlb pitcher punches himself in face really hard after blowing game,8,2018
statue of liberty hockey masks may be too 'political' for winter olympics,8,2018
conan o'brien takes evangelicals to church with donald trump porn gag,2,2018
cary elwes of ‘the princess bride’ to join ‘stranger things’  season 3,4,2018
jim carrey's new blood-dripping portrait takes aim at 'national disgrace' nra,4,2018
prince harry's raised eyebrows at meghan markle cause a stir,4,2018
john cena and nikki bella split just weeks before wedding date,4,2018
laura dern calls out a culture of silencing victims in golden globes speech,4,2018
lance armstrong settles $100 million federal fraud case for $5 million,8,2018
olympic doping whistleblower fights back against russian-backed lawsuit,8,2018
"harry anderson, magician-turned-actor who starred in 'night court,' dead at 65",4,2018
what to watch on amazon prime that’s new this week,4,2018
alec baldwin has new abc talk show and it debuts after the oscars,4,2018
kathie lee gifford says she doesn't judge friends bill cosby and harvey weinstein,4,2018
here are the movies coming to netflix this week,4,2018
eddie redmayne remembers stephen hawking as a 'truly beautiful mind',4,2018
bouncing around colorado springs in the dead of winter,10,2018
dc police investigating possible hate crime after 2 men beaten in alleged anti-gay attack,6,2018
'heathers' reboot series delayed in wake of parkland shooting,4,2018
how kate winslet and leo dicaprio used 'titanic' to help a cancer patient,4,2018
jennifer garner is returning to tv in lena dunham hbo comedy,4,2018
"more than 2,000 people celebrated pride in mike pence's hometown",6,2018
jimmy fallon reveals his viewers' biggest wedding fails,2,2018
'black panther' star letitia wright proudly owns her disney princess status,0,2018
czech ester ledecka stuns with super-g gold medal win,8,2018
donald trump: pulse attack 'wouldn't have happened' if 1 person had been armed,6,2018
tim federle reveals cover of his new book for young readers,6,2018
"gus kenworthy has 'no patience' for trump, pence and other anti-lgbtq lawmakers",6,2018
nothing says march madness like a coach stripping to the waist,8,2018
"how weird, a movie about fish sex became awards season's consensus vote",4,2018
zendaya on colorism: ‘i am hollywood’s acceptable version of a black girl’,0,2018
behind the black curtain with tom brady: tears and concerns over patriots’ dynasty,8,2018
trevor noah: 'i don’t watch fox news' and neither should you,2,2018
'crazy rich asians' trailer is already a magnificent masterpiece,4,2018
protesters trash south african h&m stores over racist ad,0,2018
'spokespuppet' kellyanne conway celebrates trumpaversary with jimmy kimmel,2,2018
"'love, simon' star keiynan lonsdale is 2018's breakout bisexual heartthrob",6,2018
"ride-hailing drivers probably make even less than they think, mit paper finds",1,2018
celebrities call to 'boycott bermuda' for repeal of marriage equality,6,2018
beijing film festival pulls oscar-winning gay film 'call me by your name',6,2018
stephen colbert does a stellar impression of donald trump firing rex tillerson,2,2018
stars wear white roses on grammys red carpet to support time's up,4,2018
conan o'brien and bill hader play 'god of war' and we could watch this all day,4,2018
"couple ordered to pay enslaved nanny $121,000 after 2 years of work",3,2018
there's a petition calling for the first transgender barbie — and it's inspired by laverne cox,6,2018
eurostar to start offering direct trips between london and amsterdam,10,2018
'black panther' reviews roar with 100 percent rotten tomatoes score,0,2018
seth meyers shreds trump over scandals: 'drain the swamp' is now devoid of all meaning,2,2018
it's time to rethink what we consider an oscar performance,4,2018
15 stunning caribbean vacation rentals with infinity pools,10,2018
julia louis-dreyfus to receive 2018 mark twain prize for american humor,2,2018
my cartoon diary of the super bowl,8,2018
'crisis actor' alex jones gets a taste of his own medicine in brilliant troll,2,2018
police arrest larry nassar's former michigan state university boss,8,2018
"so that baby definitely wasn't crying on 'walking dead,' right?",4,2018
'the simpsons' shared a sneak peek at ed sheeran's cameo and it looks perfect,4,2018
man pleads guilty to murder of indian man after yelling 'get out of my country',3,2018
guy's review of a long island rest stop is worth pulling over for,4,2018
'blue's clues' is making a comeback with new episodes,4,2018
jim carrey skewers trump's bromance with macron in clever new artwork,4,2018
7 places prince harry and meghan markle might honeymoon,10,2018
lourdes leon gives us major madonna vibes in moody new ad campaign pics,4,2018
45 u.s. trade groups beg trump: don't impose tariffs on china,1,2018
jay leno takes over 'tonight show' monologue to tell sexual harassment jokes,2,2018
'roseanne' reboot shows a family 'that is divided by politics',4,2018
